#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD8DE7
#Date Time: 2020-06-09 19:00:13.200
#Sample rate: 33189.5Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 400 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 2.15 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 2.15 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V)
-0.1955437,-0.01634684284986115
-0.19551357,0.01097662894591957
-0.19548344,0.03730046152969589
-0.19545331,0.06129180261870544
-0.19542318,0.0822842260715709
-0.19539305,0.09961130574695978
-0.19536292,0.1122734024328247
-0.19533279,0.1206037291998348
-0.19530266,0.1236026468359585
-0.19527253,0.1216033684118765
-0.1952424,0.1139394677862237
-0.19521227,0.1016105841710487
-0.19518214,0.08494993063701534
-0.19515201,0.06462393332549055
-0.19512188,0.04063259223651236
-0.19509175,0.0146419727234181
-0.19506162,-0.01268149907240004
-0.19503149,-0.04033818393887358
-0.19500136,-0.06766165573467914
-0.19497123,-0.09331906217709239
-0.1949411,-0.1163107640540403
-0.19491097,-0.1359703352241841
-0.19488084,-0.1519645626168597
-0.19485071,-0.1632938070199986
-0.19482058,-0.1696248553629263
-0.19479045,-0.1706244945749708
-0.19476032,-0.1666259377267998
-0.19473019,-0.1569627586770725
-0.19470006,-0.1429678097084847
-0.19466993,-0.1249743038917249
-0.1946398,-0.1033154542974986
-0.19460967,-0.07865768706713749
-0.19457954,-0.0520006414126806
-0.19454941,-0.02467716961688746
-0.19451928,0.002646302178905675
-0.19448915,0.02897013476269306
-0.19445902,0.05329468892236256
-0.19442889,0.07495353851658881
-0.19439876,0.09261383126266812
-0.19436863,0.1062755671605752
-0.1943385,0.1156055331396222
-0.19430837,0.1196040899877931
-0.19427824,0.118271237705068
-0.19424811,0.1119401893621404
-0.19421798,0.1002777318883209
-0.19418785,0.08395029142496474
-0.19415772,0.06429072025482088
-0.19412759,0.04096580530719261
-0.19409746,0.01497518579408608
-0.19406733,-0.01268149907238746
-0.1940372,-0.04100461008022181
-0.19400707,-0.06866129494672082
-0.19397694,-0.09565155367185689
-0.19394681,-0.1199761078315153
-0.19391668,-0.1413017443550819
-0.19388655,-0.1582956109597962
-0.19385642,-0.171290920716332
-0.19382629,-0.1789548213419847
-0.19379616,-0.1819537389781087
-0.19376603,-0.1796212474833458
-0.1937359,-0.1716241337870162
-0.19370577,-0.1592952501718241
-0.19367564,-0.1419681704964431
-0.19364551,-0.121308960114258
-0.19361538,-0.09765083209592915
-0.19358525,-0.0719934256535141
-0.19355512,-0.04500316692841363
-0.19352499,-0.01668005592055413
-0.19349486,0.009976989733901688
-0.19346473,0.034967970034932
-0.1934346,0.05795967191189034
-0.19340447,0.07761924308205055
-0.19337434,0.09394668354539035
-0.19334421,0.1056091410192045
-0.19331408,0.1126066155035022
-0.19328395,0.1142726808569043
-0.19325382,0.1102741240087394
-0.19322369,0.1016105841710431
-0.19319356,0.0879488482731323
-0.19316343,0.07028855552707892
-0.1931333,0.04862970593283478
-0.19310317,0.02463836484382295
-0.19307304,-0.001352254669248568
-0.19304291,-0.02834251339437358
-0.19301278,-0.05533277211951025
-0.19298265,-0.08099017856190138
-0.19295252,-0.1046483065802101
-0.19292239,-0.1256407300331037
-0.19289226,-0.1429678097084847
-0.19286213,-0.1559631194650205
-0.192832,-0.1639602331613597
-0.19280187,-0.1669591507974837
-0.19277174,-0.1646266593027219
-0.19274161,-0.1572959717477486
-0.19271148,-0.1446338750618799
-0.19268135,-0.1279732215278597
-0.19265122,-0.1073140111456653
-0.19262109,-0.08365588312733384
-0.19259096,-0.05733205054358192
-0.19256083,-0.02967536567710838
-0.1925307,-0.002018680810597406
-0.19250057,0.02497157791451533
-0.19247044,0.05096219742758686
-0.19244031,0.07395389930455701
-0.19241018,0.09394668354539747
-0.19238005,0.1096076978673693
-0.19234992,0.1212701553411959
-0.19231979,0.1272679906134463
-0.19228966,0.1282676298254876
-0.19225953,0.1246022860480015
-0.1922294,0.1152723200689397
-0.19219927,0.1016105841710431
-0.19216914,0.08328386528362089
-0.19213901,0.06162501568936524
-0.19210888,0.03696724845901533
-0.19207875,0.009976989733902597
-0.19204862,-0.01734648206191524
-0.19201849,-0.04466995385773247
-0.19198836,-0.07032736030011193
-0.19195823,-0.09231942296504025
-0.1919281,-0.1113125679938394
-0.19189797,-0.1276400084571792
-0.19186784,-0.1399688920723597
-0.19183771,-0.147632792698014
-0.19180758,-0.1509649234048181
-0.19177745,-0.1486324319100552
-0.19174732,-0.1419681704964375
-0.19171719,-0.1296392868812625
-0.19168706,-0.1136450594886031
-0.19165693,-0.09331906217708194
-0.1916268,-0.0699941472294312
-0.19159667,-0.04400352771637152
-0.19156654,-0.01668005592055413
-0.19153641,0.01130984201662512
-0.19150628,0.03896652688309866
-0.19147615,0.06529035946686257
-0.19144602,0.08894848748519142
-0.19141589,0.1096076978673765
-0.19138576,0.1262683514013967
-0.19135563,0.1385972350165883
-0.1913255,0.1462611356422376
-0.19129537,0.14826041406632
-0.19126524,0.1452614964301959
-0.19123511,0.1372643827338567
-0.19120498,0.1242690729773268
-0.19117485,0.1072752063726126
-0.19114472,0.0856163567783657
-0.19111459,0.06195822876005701
-0.19108446,0.03563439617629311
-0.19105433,0.007977711309794414
-0.1910242,-0.01967897355667913
-0.19099407,-0.04666923228179187
-0.19096394,-0.07166021258285596
-0.19093381,-0.09398548831844303
-0.19090368,-0.1129786333472261
-0.19087355,-0.1279732215278597
-0.19084342,-0.1386360397896398
-0.19081329,-0.1436342358498436
-0.19078316,-0.1439674489205264
-0.19075303,-0.138636039789633
-0.1907229,-0.1286396476692208
-0.19069277,-0.1136450594885958
-0.19066264,-0.09465191445979398
-0.19063251,-0.07232663872420692
-0.19060238,-0.04733565842317661
-0.19057225,-0.02034539969802766
-0.19054212,0.007311285168445879
-0.19051199,0.03496797003491942
-0.19048186,0.06129180261869589
-0.19045173,0.08561635677839555
-0.1904216,0.1066087802312419
-0.19039147,0.1239358599066404
-0.19036134,0.1369311696631858
-0.19033121,0.1452614964301959
-0.19030108,0.1485936271370015
-0.19027095,0.1465943487129148
-0.19024082,0.1392636611579459
-0.19021069,0.1272679906134514
-0.19018056,0.1106073370794089
-0.19015043,0.09028133976790423
-0.1901203,0.06662321174959555
-0.19009017,0.040965805307182
-0.19006004,0.01330912044067073
-0.19002991,-0.01434756442577766
-0.18999978,-0.04133782315091525
-0.18996965,-0.06699522959332847
-0.18993952,-0.08998693147027637
-0.18990939,-0.1099797157111097
-0.18987926,-0.125640730033101
-0.18984913,-0.1369699744362347
-0.189819,-0.1433010227791624
-0.18978887,-0.1443006619912051
-0.18975874,-0.1403021051430403
-0.18972861,-0.130972139163989
-0.18969848,-0.1173104032660819
-0.18966835,-0.09865047130795114
-0.18963822,-0.07699162171374455
-0.18960809,-0.05233385448337358
-0.18957796,-0.02700966111163938
-0.18954783,-0.0006858285278874567
-0.1895177,0.02630443019723755
-0.18948757,0.05329468892237362
-0.18945744,0.07761924308204313
-0.18942731,0.0999445188176302
-0.18939718,0.1186044507757581
-0.18936705,0.1332658258856959
-0.18933692,0.1429290049354277
-0.18930679,0.1472607748542792
-0.18927666,0.1465943487129184
-0.18924653,0.1402633003699905
-0.1892164,0.1292672690375292
-0.18918627,0.1136062547155342
-0.18915614,0.09394668354539035
-0.18912601,0.070954981668432
-0.18909588,0.0452975752260168
-0.18906575,0.01797410343022366
-0.18903562,-0.009682581436249883
-0.18900549,-0.03700605323207984
-0.18897536,-0.06299667274515136
-0.18894523,-0.08698801383414045
-0.1889151,-0.1073140111456653
-0.18888497,-0.123974664679693
-0.18885484,-0.1359703352241876
-0.18882471,-0.1429678097084847
-0.18879458,-0.1449670881325667
-0.18876445,-0.1419681704964431
-0.18873432,-0.1336378437294292
-0.18870419,-0.1206425339728795
-0.18867406,-0.102982241226818
-0.18864393,-0.08198981777395259
-0.1886138,-0.05766526361425051
-0.18858367,-0.03134143103049858
-0.18855354,-0.003684746164025036
-0.18852341,0.02397193870247366
-0.18849328,0.05096219742759867
-0.18846315,0.07595317772862899
-0.18843302,0.09827845346423758
-0.18840289,0.1172715984930359
-0.18837276,0.1319329736029737
-0.18834263,0.1422625787940709
-0.1883125,0.1475939879249598
-0.18828237,0.1475939879249598
-0.18825224,0.1422625787940733
-0.18822211,0.1319329736029669
-0.18819198,0.1169383854223487
-0.18816185,0.09761202732288525
-0.18813172,0.07528675158727924
-0.18810159,0.049962558215557
-0.18807146,0.02330551256112467
-0.18804133,-0.004684385376054125
-0.1880112,-0.03200785717187166
-0.18798107,-0.05833168975562358
-0.18795094,-0.08198981777394304
-0.18792081,-0.1033154542975063
-0.18789068,-0.1203093209022069
-0.18786055,-0.1336378437294231
-0.18783042,-0.1416349574257637
-0.18780029,-0.1443006619912069
-0.18777016,-0.1423013835671245
-0.18774003,-0.1349706960121514
-0.1877099,-0.1226418123969708
-0.18767977,-0.1056479457922702
-0.18764964,-0.08532194848074859
-0.18761951,-0.06166382046241733
-0.18758938,-0.0356732009493458
-0.18755925,-0.008349729153540236
-0.18752912,0.01897374264227775
-0.18749899,0.04629721443807089
-0.18746886,0.0716214078097816
-0.18743873,0.0946131096867604
-0.1874086,0.1142726808569043
-0.18737847,0.1299336951788832
-0.18734834,0.1409297265113487
-0.18731821,0.1469275617835987
-0.18728808,0.1479272009956399
-0.18725795,0.1432622180061126
-0.18722782,0.1339322520270507
-0.18719769,0.1199373030584737
-0.18716756,0.1016105841710431
-0.18713743,0.07961852150611523
-0.1871073,0.05496075427576533
-0.18707717,0.0279704955506526
-0.18704704,0.000647023754822189
-0.18701691,-0.02700966111165135
-0.18698678,-0.05333349369540328
-0.18695665,-0.07832447399645692
-0.18692652,-0.09998332359069304
-0.18689639,-0.1186432555487957
-0.18686626,-0.132304991446707
-0.18683613,-0.1413017443550838
-0.186806,-0.1453003012032486
-0.18677587,-0.1443006619912069
-0.18674574,-0.1376364005775907
-0.18671561,-0.126307156174457
-0.18668548,-0.1103129287817975
-0.18665535,-0.09065335761162688
-0.18662522,-0.06732844266399859
-0.18659509,-0.04167103622160748
-0.18656496,-0.01434756442579024
-0.18653483,0.01330912044069588
-0.1865047,0.04063259223648902
-0.18647457,0.0666232117495848
-0.18644444,0.08994812669723293
-0.18641431,0.1102741240087376
-0.18638418,0.1269347775427654
-0.18635405,0.138597235016588
-0.18632392,0.1455947095008765
-0.18629379,0.1479272009956393
-0.18626366,0.144595070288831
-0.18623353,0.1362647435218209
-0.1862034,0.1226030076239243
-0.18617327,0.1052759279485292
-0.18614314,0.08361707835429313
-0.18611301,0.05929252419462362
-0.18608288,0.03330190468152922
-0.18605275,0.005645219815030524
-0.18602262,-0.02201146505144302
-0.18599249,-0.04900172377656803
-0.18596236,-0.07399270407761969
-0.18593223,-0.09598476674252637
-0.1859021,-0.1149779117713094
-0.18587197,-0.1296392868812672
-0.18584184,-0.1399688920723597
-0.18581171,-0.1446338750618854
-0.18578158,-0.1446338750618875
-0.18575145,-0.1393024659309986
-0.18572132,-0.1289728607399061
-0.18569119,-0.1139782725592764
-0.18566106,-0.09498512753049335
-0.18563093,-0.07232663872420692
-0.1856008,-0.04700244535248469
-0.18557067,-0.02001218662734726
-0.18554054,0.007311285168445879
-0.18551041,0.03496797003491942
-0.18548028,0.0612918026187068
-0.18545015,0.08528314370769591
-0.18542002,0.1066087802312418
-0.18538989,0.1236026468359598
-0.18535976,0.1365979565925015
-0.18532963,0.1442618572181507
-0.1852995,0.1472607748542792
-0.18526937,0.1449282833595164
-0.18523924,0.1375975958045431
-0.18520911,0.1252687121893626
-0.18517898,0.1086080586553254
-0.18514885,0.08794884827314034
-0.18511872,0.06429072025483164
-0.18508859,0.03830010074173756
-0.18505846,0.01064341587525144
-0.18502833,-0.01701326899122211
-0.1849982,-0.04400352771635969
-0.18496807,-0.06966093415876248
-0.18493794,-0.09265263603571036
-0.18490781,-0.111978994135193
-0.18487768,-0.1276400084571792
-0.18484755,-0.1383028267189569
-0.18481742,-0.1439674489205264
-0.18478729,-0.1443006619912044
-0.18475716,-0.1386360397896375
-0.18472703,-0.1273067953864986
-0.1846969,-0.111978994135193
-0.18466677,-0.09198620989435971
-0.18463664,-0.06866129494673143
-0.18460651,-0.04233746236295691
-0.18457638,-0.01434756442579024
-0.18454625,0.01430875965272452
-0.18451612,0.04296508373126533
-0.18448599,0.07062176859775146
-0.18445586,0.09561274889879312
-0.18442573,0.1179380246343903
-0.1843956,0.1365979565925078
-0.18436547,0.1505929055610848
-0.18433534,0.1602560846108209
-0.18430521,0.1642546414589876
-0.18427508,0.1632550022469459
-0.18424495,0.1569239539040183
-0.18421482,0.1455947095008765
-0.18418469,0.1299336951788904
-0.18415456,0.1102741240087465
-0.18412443,0.08728242213177922
-0.1840943,0.06195822876005701
-0.18406417,0.034967970034932
-0.18403404,0.007311285168445879
-0.18400391,-0.01967897355669064
-0.18397378,-0.04500316692840136
-0.18394365,-0.06832808187604025
-0.18391352,-0.08865407918755416
-0.18388339,-0.1043150935095403
-0.18385326,-0.1159775509833544
-0.18382313,-0.1226418123969708
-0.183793,-0.1229750254676514
-0.18376287,-0.1173104032660845
-0.18373274,-0.1066475850043042
-0.18370261,-0.0913197837529986
-0.18367248,-0.0716602125828458
-0.18364235,-0.04866851070588747
-0.18361222,-0.02334431733415266
-0.18358209,0.004312367532320878
-0.18355196,0.03230226546948755
-0.18352183,0.06029216340665423
-0.1834917,0.08728242213177922
-0.18346157,0.1122734024328095
-0.18343144,0.1342654650977376
-0.18340131,0.1532586101265292
-0.18337118,0.1682531983071474
-0.18334105,0.1779163773568904
-0.18331092,0.1829145734170987
-0.18328079,0.181914934205057
-0.18325066,0.1762503120034876
-0.18322053,0.1652542806710224
-0.1831904,0.1502596924904042
-0.18316027,0.1306001213202515
-0.18313014,0.1079416325139737
-0.18310001,0.0822842260715709
-0.18306988,0.05429432813441695
-0.18303975,0.02663764326791811
-0.18300962,-0.001685467739929124
-0.18297949,-0.02834251339436145
-0.18294936,-0.0530002806247347
-0.18291923,-0.07399270407760969
-0.1828891,-0.09198620989435971
-0.18285897,-0.1046483065802208
-0.18282884,-0.1129786333472362
-0.18279871,-0.1163107640540403
-0.18276858,-0.1139782725592764
-0.18273845,-0.1066475850043042
-0.18270832,-0.0943187013891236
-0.18267819,-0.07765804785510338
-0.18264806,-0.05733205054358192
-0.18261793,-0.03367392252526247
-0.1825878,-0.008016516082871347
-0.18255767,0.01897374264226533
-0.18252754,0.04629721443807089
-0.18249741,0.07328747316319589
-0.18246728,0.09794524039355701
-0.18243715,0.1206037291998436
-0.18240702,0.139930087299307
-0.18237689,0.1552578885506126
-0.18234676,0.1662539198830709
-0.18231663,0.1712521159432792
-0.1822865,0.1712521159432792
-0.18225637,0.166920346024432
-0.18222624,0.1572571669746959
-0.18219611,0.1432622180061189
-0.18216598,0.124935499118682
-0.18213585,0.1029434364537654
-0.18210572,0.07761924308204313
-0.18207559,0.049962558215557
-0.18204546,0.02163944720769704
-0.18201533,-0.006350450729456903
-0.1819852,-0.0326742833132208
-0.18195507,-0.05699883747290136
-0.18192494,-0.07832447399645692
-0.18189481,-0.09598476674251834
-0.18186468,-0.1099797157111097
-0.18183455,-0.1189764686194847
-0.18180442,-0.1223085993262887
-0.18177429,-0.1206425339728875
-0.18174416,-0.1136450594885958
-0.18171403,-0.1016493889440958
-0.1816839,-0.0859883746221097
-0.18165377,-0.06599559038126591
-0.18162364,-0.04300388850431802
-0.18159351,-0.01767969513259579
-0.18156338,0.008644137451168101
-0.18153325,0.03596760924697367
-0.18150312,0.0622914418307256
-0.18147299,0.08661599599041814
-0.18144286,0.1096076978673765
-0.18141273,0.1282676298254791
-0.1813826,0.1439286441474737
-0.18135247,0.1552578885506126
-0.18132234,0.1602560846108209
-0.18129221,0.1602560846108209
-0.18126208,0.1552578885506083
-0.18123195,0.145927922571557
-0.18120182,0.1319329736029737
-0.18117169,0.1142726808569043
-0.18114156,0.09261383126266812
-0.18111143,0.06862249017367902
-0.1810813,0.04196544451922367
-0.18105117,0.01430875965273755
-0.18102104,-0.013347925213736
-0.18099091,-0.04033818393887358
-0.18096078,-0.06499595116923471
-0.18093065,-0.08765443997551248
-0.18090052,-0.1069807980749847
-0.18087039,-0.1219753862556146
-0.18084026,-0.1326382045173875
-0.18081013,-0.1379696136482764
-0.18078,-0.1386360397896375
-0.18074987,-0.1333046306587486
-0.18071974,-0.1233082385383365
-0.18068961,-0.1086468634283875
-0.18065948,-0.08998693147027637
-0.18062935,-0.0676616557346893
-0.18059922,-0.04267067543363747
-0.18056909,-0.01634684284987357
-0.18053896,0.01130984201661255
-0.18050883,0.03830010074173756
-0.1804787,0.06429072025483179
-0.18044857,0.08828206134382091
-0.18041844,0.1089412717260154
-0.18038831,0.1252687121893626
-0.18035818,0.1379308088752237
-0.18032805,0.145594709500873
-0.18029792,0.1479272009956404
-0.18026779,0.1449282833595154
-0.18023766,0.1372643827338661
-0.18020753,0.1242690729773209
-0.1801774,0.1072752063726126
-0.18014727,0.08628278291973757
-0.18011714,0.06229144183073757
-0.18008701,0.03596760924696109
-0.18005688,0.008310924380487545
-0.18002675,-0.01934576048599857
-0.17999662,-0.04633601921112358
-0.17996649,-0.07199342565352637
-0.17993636,-0.09465191445979385
-0.17990623,-0.1139782725592764
-0.1798761,-0.1296392868812625
-0.17984597,-0.1403021051430354
-0.17981584,-0.1462999404152903
-0.17978571,-0.147299579627332
-0.17975558,-0.1423013835671236
-0.17972545,-0.132971417588068
-0.17969532,-0.1186432555487957
-0.17966519,-0.09998332359069304
-0.17963506,-0.07799126092577638
-0.17960493,-0.05333349369541525
-0.1795748,-0.0266764480409708
-0.17954467,0.0006470237548223401
-0.17951454,0.02830370862132088
-0.17948441,0.05462754120508478
-0.17945428,0.07861888229407388
-0.17942415,0.09994451881764035
-0.17939402,0.1176048115637098
-0.17936389,0.1306001213202515
-0.17933376,0.1389304480872653
-0.17930363,0.1422625787940699
-0.1792735,0.139930087299307
-0.17924337,0.1315997605322931
-0.17921324,0.1182712377050709
-0.17918311,0.09994451881764035
-0.17915298,0.07861888229409449
-0.17912285,0.05362790199304312
-0.17909272,0.02697085633859866
-0.17906259,-0.001352254669235688
-0.17903246,-0.03000857874777636
-0.17900233,-0.05833168975562358
-0.1789722,-0.08532194848074859
-0.17894207,-0.1096465026404292
-0.17891194,-0.1303057130226312
-0.17888181,-0.1469663665566514
-0.17885168,-0.1586288240304708
-0.17882155,-0.1656262985147633
-0.17879142,-0.1672923638681653
-0.17876129,-0.1639602331613613
-0.17873116,-0.1559631194650264
-0.17870103,-0.1426345966378042
-0.1786709,-0.1253075169624231
-0.17864077,-0.1043150935095403
-0.17861064,-0.08032375242054027
-0.17858051,-0.05433313290745691
-0.17855038,-0.02700966111165135
-0.17852025,0.0003138106841663324
-0.17849012,0.02697085633859866
-0.17845999,0.05129541049827922
-0.17842986,0.07328747316320437
-0.17839973,0.091947405121307
-0.1783696,0.105942354089884
-0.17833947,0.1156055331396265
-0.17830934,0.1202705161291542
-0.17827921,0.1196040899877934
-0.17824908,0.1142726808569043
-0.17821895,0.1032766495244459
-0.17818882,0.08794884827314034
-0.17815869,0.06895570324434869
-0.17812856,0.04629721443805952
-0.17809843,0.02130623413702922
-0.1780683,-0.005684024588095792
-0.17803817,-0.03267428331323308
-0.17800804,-0.05966454203834581
-0.17797791,-0.08565516155141734
-0.17794778,-0.1093132895697486
-0.17791765,-0.1303057130226236
-0.17788752,-0.1472995796273242
-0.17785739,-0.1602948893838736
-0.17782726,-0.1679587900095264
-0.17779713,-0.1709577076456514
-0.177767,-0.1689584292215681
-0.17773687,-0.1612945285959098
-0.17770674,-0.1492988580514153
-0.17767661,-0.1326382045173875
-0.17764648,-0.1119789941351824
-0.17761635,-0.08865407918755416
-0.17758622,-0.06299667274516303
-0.17755609,-0.03600641402002636
-0.17752596,-0.009016155294901348
-0.17749583,0.01764089035953098
-0.1774657,0.04229865758990423
-0.17743557,0.06462393332550145
-0.17740544,0.08328386528361256
-0.17737531,0.09827845346423758
-0.17734518,0.1082748455846565
-0.17731505,0.1132730416448626
-0.17728492,0.112939828574182
-0.17725479,0.1076084194432883
-0.17722466,0.09694560118151535
-0.17719453,0.08195101300089715
-0.1771644,0.06295786797209868
-0.17713427,0.04029937916582089
-0.17710414,0.01497518579411017
-0.17707401,-0.01201507293102635
-0.17704388,-0.04000497086819303
-0.17701375,-0.06799486880535971
-0.17698362,-0.09465191445980414
-0.17695349,-0.1193096816901753
-0.17692336,-0.1413017443550819
-0.17689323,-0.1596284632425125
-0.1768631,-0.1729569860697387
-0.17683297,-0.1816205259074292
-0.17680284,-0.1849526566142332
-0.17677271,-0.183286591260832
-0.17674258,-0.1759559037058597
-0.17671245,-0.1632938070200044
-0.17668232,-0.1456335142739292
-0.17665219,-0.123974664679693
-0.17662206,-0.09898368437865138
-0.17659193,-0.0716602125828458
-0.1765618,-0.04300388850430499
-0.17653167,-0.01434756442579024
-0.17650154,0.01397554658205699
-0.17647141,0.04063259223651251
-0.17644128,0.064957146396182
-0.17641115,0.08594956984904747
-0.17638102,0.1026102233830848
-0.17635089,0.1152723200689459
-0.17632076,0.1222697945532344
-0.17629063,0.1242690729773209
-0.1762605,0.1206037291998348
-0.17623037,0.1122734024328209
-0.17620024,0.0989448796055987
-0.17617011,0.08128458685951954
-0.17613998,0.05995895033597367
-0.17610985,0.03563439617629311
-0.17607972,0.009310563592516787
-0.17604959,-0.01801290820327635
-0.17601946,-0.04533637999906949
-0.17598933,-0.0716602125828458
-0.1759592,-0.09665119288388749
-0.17592907,-0.1183100424781137
-0.17589894,-0.1366367613655542
-0.17586881,-0.1506317103341375
-0.17583868,-0.1602948893838736
-0.17580855,-0.1646266593027209
-0.17577842,-0.163960233161357
-0.17574829,-0.1579623978891097
-0.17571816,-0.1469663665566514
-0.17568803,-0.1313053522346563
-0.1756579,-0.1116457810645125
-0.17562777,-0.088987292258245
-0.17559764,-0.06332988581583193
-0.17556751,-0.03633962709070691
-0.17553738,-0.008682942224233371
-0.17550725,0.01897374264226533
-0.17547712,0.04529757522602922
-0.17544699,0.06895570324434869
-0.17541686,0.08961491362654311
-0.17538673,0.1066087802312572
-0.1753566,0.1192708769171126
-0.17532647,0.1269347775427654
-0.17529634,0.1319329736029735
-0.17526621,0.1315997605322931
-0.17523608,0.1259351383307237
-0.17520595,0.1149391069982653
-0.17517582,0.09927809267627924
-0.17514569,0.07961852150613538
-0.17511556,0.05662681962916812
-0.17508543,0.03096941318676533
-0.1750553,0.004645580603001433
-0.17502517,-0.02234467812212357
-0.17499504,-0.04866851070589868
-0.17496491,-0.0733262779362486
-0.17493478,-0.09565155367184583
-0.17490465,-0.1143114856299638
-0.17487452,-0.129306073810582
-0.17484439,-0.1393024659309986
-0.17481426,-0.1443006619912069
-0.17478413,-0.1446338750618875
-0.174754,-0.1396356790016814
-0.17472387,-0.129306073810582
-0.17469374,-0.1146446987006375
-0.17466361,-0.09565155367184583
-0.17463348,-0.0733262779362486
-0.17460335,-0.04833529763519464
-0.17457322,-0.02134503891008191
-0.17454309,0.006311645956404212
-0.17451296,0.0339683308229023
-0.17448283,0.06029216340665423
-0.1744527,0.08461671756633479
-0.17442257,0.1059423540898904
-0.17439244,0.1236026468359598
-0.17436231,0.1365979565924955
-0.17433218,0.1449282833595154
-0.17430205,0.1485936271370015
-0.17427192,0.1465943487129181
-0.17424179,0.1395968742286265
-0.17421166,0.127601203684119
-0.17418153,0.1112737632207793
-0.1741514,0.09094776590926534
-0.17412127,0.06728963789093406
-0.17409114,0.04129901837786255
-0.17406101,0.01397554658205699
-0.17403088,-0.01368113828442913
-0.17400075,-0.04067139700955413
-0.17397062,-0.06632880345194524
-0.17394049,-0.08932050532891525
-0.17391036,-0.108980076499068
-0.17388023,-0.1253075169624153
-0.1738501,-0.1366367613655542
-0.17381997,-0.1426345966378048
-0.17378984,-0.1439674489205264
-0.17375971,-0.1403021051430403
-0.17372958,-0.1313053522346589
-0.17369945,-0.1173104032660819
-0.17366932,-0.09931689744933192
-0.17363919,-0.07732483478441526
-0.17360906,-0.0530002806247347
-0.17357893,-0.02634323497030237
-0.1735488,0.0009802368255153215
-0.17351867,0.02863692169200144
-0.17348854,0.05529396734644589
-0.17345841,0.08028494764748756
-0.17342828,0.1022770103124124
-0.17339815,0.1202705161291542
-0.17336802,0.1349318912390987
-0.17333789,0.1439286441474758
-0.17330776,0.1485936271370015
-0.17327763,0.1475939879249598
-0.1732475,0.1415961526527098
-0.17321737,0.1302669082495709
-0.17318724,0.1146058939275919
-0.17315711,0.09494632275743201
-0.17312698,0.07195462088047366
-0.17309685,0.04629721443807089
-0.17306672,0.01897374264226533
-0.17303659,-0.008682942224233065
-0.17300646,-0.0356732009493458
-0.17297633,-0.0619970335331097
-0.1729462,-0.08598837462211971
-0.17291607,-0.1079804372870264
-0.17288594,-0.1256407300330958
-0.17285581,-0.1383028267189569
-0.17282568,-0.1456335142739292
-0.17279555,-0.147966005768692
-0.17276542,-0.1443006619912069
-0.17273529,-0.1359703352241931
-0.17270516,-0.1223085993262903
-0.17267503,-0.1043150935095403
-0.1726449,-0.08332267005665406
-0.17261477,-0.05866490282630414
-0.17258464,-0.03234107024254024
-0.17255451,-0.004684385376041396
-0.17252438,0.02330551256111255
-0.17249425,0.05029577128623756
-0.17246412,0.07561996465795978
-0.17243399,0.09794524039355701
-0.17240386,0.1169383854223401
-0.17237373,0.1315997605322931
-0.1723436,0.1419293657233903
-0.17231347,0.1469275617835987
-0.17228334,0.1469275617835987
-0.17225321,0.1419293657233858
-0.17222308,0.1319329736029737
-0.17219295,0.1172715984930292
-0.17216282,0.097945240393547
-0.17213269,0.07595317772864035
-0.17210256,0.05096219742759867
-0.17207243,0.02397193870247366
-0.1720423,-0.003684746164012457
-0.17201217,-0.031341431030486
-0.17198204,-0.05733205054358192
-0.17195191,-0.08165660470326247
-0.17192178,-0.102982241226818
-0.17189165,-0.1203093209022069
-0.17186152,-0.1336378437294328
-0.17183139,-0.1416349574257625
-0.17180126,-0.1449670881325681
-0.17177113,-0.1429678097084815
-0.171741,-0.1359703352241931
-0.17171087,-0.1236414516090125
-0.17168074,-0.1073140111456653
-0.17165061,-0.08698801383415136
-0.17162048,-0.06332988581584269
-0.17159035,-0.03733926630274858
-0.17156022,-0.01001579450694302
-0.17153009,0.01797410343022366
-0.17149996,0.04496436215534867
-0.17146983,0.07062176859776191
-0.1714397,0.0936134704747098
-0.17140957,0.1136062547155431
-0.17137944,0.1292672690375344
-0.17134931,0.1405965134406681
-0.17131918,0.1469275617835987
-0.17128905,0.1479272009956404
-0.17125892,0.1435954310767931
-0.17122879,0.1342654650977418
-0.17119866,0.1206037291998348
-0.17116853,0.1022770103124042
-0.1711384,0.08061816071816813
-0.17110827,0.05596039348780701
-0.17107814,0.02930334783334998
-0.17104801,0.001646662966876433
-0.17101788,-0.02534359575824858
-0.17098775,-0.05200064141270439
-0.17095762,-0.07699162171373469
-0.17092749,-0.09898368437865138
-0.17089736,-0.1173104032660819
-0.17086723,-0.1313053522346653
-0.1708371,-0.1406353182137166
-0.17080697,-0.1446338750618875
-0.17077684,-0.1433010227791653
-0.17074671,-0.1373031875069153
-0.17071658,-0.1259739431037764
-0.17068645,-0.1103129287817813
